nofinesset;nofinessej;rs;rslongue;numvoie;compvoie;typvoie;voie;lieuditbp;departement;libdepartement;cp;commune;telephone;telecopie;dateouv;dateautor;datemaj;wgs84;lat;lng
940007867;940007842;PHARM WAKSMAN;PHARMACIE DES HALLES;13;;RUE;DE LA TOUR;;94;VAL DE MARNE;94566;RUNGIS CEDEX 2;146869011;146872716;04/04/1980;18/11/1969;10/12/2009;48.7502, 2.34298;48.75019999999999;2.34298
940006604;940006596;PHARM BOURLIAUD;;40;;RUE;ALBERT THOMAS;;94;VAL DE MARNE;94500;CHAMPIGNY SUR MARNE;147060188;147062219;08/12/1983;05/07/1943;25/08/2010;48.8139, 2.51151;48.81389999999999;2.5115099999999995
940010093;940010044;PHARM PREVOST;;;;RUE;WESTERMEYER;;94;VAL DE MARNE;94200;IVRY SUR SEINE;146720294;;26/07/1983;20/05/1983;02/07/2009;48.8182, 2.39483;48.81819999999999;2.39483
940009871;940009863;PHARM  TOMASINO;;2;;RUE;DISPAN;;94;VAL DE MARNE;94240;L HAY LES ROSES;146631711;;18/12/1991;10/02/1950;10/02/2009;48.7789, 2.33871;48.778899999999986;2.33871
940007503;940007495;PHARM AUGER MARIE CLAIRE;;10;;PL;DE L'EUROPE;BP 10;94;VAL DE MARNE;94220;CHARENTON LE PONT;149775656;;11/08/1992;17/06/1992;25/08/2010;48.8251, 2.39454;48.8251;2.3945400000000006
940009137;940009111;PHARM TAIEB RACHEL;;73;;AVENUE;DE LA REPUBLIQUE;;94;VAL DE MARNE;94120;FONTENAY SOUS BOIS;148752178;;17/10/1989;15/05/1943;02/07/2009;48.8527, 2.45696;48.852700000000006;2.45696
940008907;940008881;PHARM TAVERNA & DELSET;PHARMACIE DU VILLAGE;18;;RUE;DU CDT JEAN DUHAIL;;94;VAL DE MARNE;94120;FONTENAY SOUS BOIS;148754184;;29/03/1984;23/07/1943;02/07/2009;48.8463, 2.46764;48.846299999999985;2.4676400000000003
940009004;940008980;PHARM SEBBAG BENAMARA;;;;PL;DU GENERAL DE GAULLE;;94;VAL DE MARNE;94120;FONTENAY SOUS BOIS;148768182;;24/09/1991;06/11/1990;02/07/2009;48.8526, 2.48552;48.85260000000002;2.4855200000000006
940010325;940010317;PHARM HEUILLON;PHARMACIE MARAT;40;;RUE;MARAT;;94;VAL DE MARNE;94200;IVRY SUR SEINE;146723176;;25/11/1978;05/07/1943;15/10/2008;48.8081, 2.38823;48.808099999999996;2.38823
940009301;940009293;PHARM CHERALY;;21;;AVENUE;DIVISION LECLERC;;94;VAL DE MARNE;94260;FRESNES;142372293;;20/07/1988;01/08/1969;25/08/2010;48.7602, 2.32133;48.76019999999998;2.32133
940009566;940009541;PHARM SELLALI;PHARMACIE DE LA BIEVRE;1;;RUE;DE LA BIEVRE;;94;VAL DE MARNE;94250;GENTILLY;145461438;;06/04/1981;05/07/1943;25/08/2010;48.814, 2.35245;48.81399999999999;2.35245
940011315;940011307;PHARM LELLOUCH;PHARMACIE DE LA MAIRIE;61;;AVENUE;DU GENERAL DE GAULLE;;94;VAL DE MARNE;94700;MAISONS ALFORT;143767610;;15/07/1993;10/03/1943;09/10/2008;48.8021, 2.42983;48.802099999999996;2.42983
940010564;940017593;PHARM ROBERT & THIBAUT;;;;;CTRE CIAL JEANNE HACHETTE;;94;VAL DE MARNE;94200;IVRY SUR SEINE;146720090;;09/01/1996;09/08/1990;02/07/2009;48.8113, 2.38519;48.8113;2.38519
940012040;940012032;PHARM BORDIER;;147;T;BOULEVARD;DE STRASBOURG;;94;VAL DE MARNE;94130;NOGENT SUR MARNE;148760820;148763151;13/01/1997;21/01/1964;25/08/2010;48.8428, 2.48489;48.84279999999998;2.4848900000000005
940012347;940012321;PHARM LA DINH BOI HOANG;;9;;RUE;EDOUARD BRANLY;;94;VAL DE MARNE;94490;ORMESSON SUR MARNE;145760659;;07/09/1981;18/01/1966;02/07/2009;48.7816, 2.52181;48.781599999999976;2.52181
940013097;940013071;PHARM COCHINAL;;56;;AVENUE;DU GENERAL DE GAULLE;;94;VAL DE MARNE;94160;ST MANDE;143281223;;28/09/1989;10/06/1943;13/07/2009;48.8419, 2.41761;48.84189999999998;2.4176100000000003
940011026;940011000;PHARM LEWINSKI;;;;AVENUE;DE VALENTON;;94;VAL DE MARNE;94450;LIMEIL BREVANNES;145697375;;01/06/2004;14/01/1975;25/08/2010;48.7444, 2.50584;48.744400000000006;2.50584
940012362;940012354;PHARM BRENON & RISO;PHARMACIE DU CHATEAU;100;;AVENUE;DU GENERAL DE GAULLE;;94;VAL DE MARNE;94490;ORMESSON SUR MARNE;145760097;;16/01/1992;03/01/1944;25/08/2010;48.7904, 2.53464;48.790399999999984;2.5346400000000004
940011646;940011620;PHARM YOUK & TAN;PHARMACIE METROPOLIS;99;;AVENUE;DU GAL LECLERC;;94;VAL DE MARNE;94700;MAISONS ALFORT;143962882;;31/07/1992;28/07/1975;26/01/2009;48.8111, 2.43119;48.81109999999998;2.43119
940013642;940013634;PHARM  FILIPPI LAURENT;PHARMACIE DE LA PLACE RIMINI;7;;PL;DE RIMINI;;94;VAL DE MARNE;94100;ST MAUR DES FOSSES;148830419;;16/02/1995;12/02/1943;02/12/2008;48.7942, 2.49588;48.794199999999975;2.4958800000000005
940014947;940014921;PHARM DUONG DINH;;65;;RUE;DU MOULIN DE SAQUET;;94;VAL DE MARNE;94800;VILLEJUIF;147262435;;28/08/1975;07/11/1956;02/07/2009;48.7907, 2.37173;48.79069999999998;2.37173
940012826;940012800;PHARMACIE DE OLIVEIRA;;40;;AVENUE;DU GENERAL LECLERC;;94;VAL DE MARNE;94420;LE PLESSIS TREVISE;145761077;;26/07/1973;25/04/1951;17/07/2013;48.8104, 2.56672;48.81039999999999;2.5667200000000006
940013691;940013683;PHARM  ARBESSIER;;24;;AVENUE;DE L ALMA;;94;VAL DE MARNE;94210;LA VARENNE ST HILAIRE;142833802;;10/06/1969;10/06/1969;25/08/2010;48.787357, 2.495139;48.787357;2.495139
940013964;940013956;PHARM SAFENO;;7;;RUE;DU MARECHAL LECLERC;;94;VAL DE MARNE;94410;ST MAURICE;143964493;149779795;01/05/2004;24/07/1986;25/08/2010;48.8184, 2.42012;48.8184;2.42012
940013444;940013436;PHARM  LE NY  AIMEE;;6;;AVENUE;FOCH;;94;VAL DE MARNE;94100;ST MAUR DES FOSSES;148830045;;21/11/1980;24/06/1943;02/12/2008;48.8047, 2.48516;48.80469999999999;2.4851599999999996
940012644;940012636;PHARM ABIHSSIRA;;137;B;AVENUE;PIERRE BROSSOLETTE;;94;VAL DE MARNE;94170;LE PERREUX SUR MARNE;143240818;;15/11/1989;20/10/1943;02/07/2009;48.8348, 2.50738;48.8348;2.5073799999999995
940015126;940015100;PHARM  MEDIONI KAUV LU;PHARMACIE DU CENTRE COMMERCIAL CARREFOUR;67;;AVENUE;DE STALINGRAD;;94;VAL DE MARNE;94800;VILLEJUIF;147263669;;18/01/1992;19/01/1981;02/07/2009;48.7825, 2.3672;48.78249999999999;2.3672
940016041;940016033;PHARM BRIVET;PHARMACIE DE L OLIVIER;170;;RUE;DE FONTENAY;;94;VAL DE MARNE;94300;VINCENNES;143280120;;10/12/1968;28/04/1943;25/08/2010;48.8485, 2.4349;48.84849999999998;2.4349
940016124;940016116;PHARM LE BORGNE ROSEN;;3;;RUE;DES LAITIERES;;94;VAL DE MARNE;94300;VINCENNES;143280742;;07/08/1987;28/04/1943;02/02/2009;48.8487, 2.42628;48.8487;2.4262800000000007
940015563;940015555;PHARM CAILLAULT;;20;;PL;PIERRE SEMARD;;94;VAL DE MARNE;94190;VILLENEUVE ST GEORGES;143890167;;17/05/1994;21/12/1943;12/07/2010;48.7299, 2.44698;48.729899999999994;2.44698
940016140;940016132;PHARM NACCACHE;PHARMACIE DU MIDI;17;;RUE;DU MIDI;;94;VAL DE MARNE;94300;VINCENNES;143280254;;25/04/1995;05/07/1943;25/08/2010;48.8471, 2.43652;48.84709999999998;2.4365200000000002
940016926;940016900;PHARM BEN HAMOU;PHARMACIE CONCORDE;67;;BOULEVARD;DE STALINGRAD;;94;VAL DE MARNE;94400;VITRY SUR SEINE;145218727;;11/12/1970;10/03/1943;12/07/2010;48.7982, 2.38175;48.79819999999999;2.3817500000000003
940015597;940015571;PHARM SILLAM;;85;;AVENUE;DU PDT J F KENNEDY;;94;VAL DE MARNE;94190;VILLENEUVE ST GEORGES;143822573;;31/07/1992;10/10/1966;12/07/2010;48.7345, 2.46369;48.7345;2.46369
940016231;940016223;PHARM  MARTEAU  SYLVIE;;90;;AVENUE;DE PARIS;;94;VAL DE MARNE;94300;VINCENNES;143280258;;22/02/1993;28/04/1943;02/02/2009;48.8456, 2.42874;48.84559999999999;2.42874
940018997;940018971;PHARM COMBEAU;;70;;AVENUE;DE CHOISY;;94;VAL DE MARNE;94380;BONNEUIL SUR MARNE;149803559;;01/07/1999;25/09/1998;25/08/2010;48.7704, 2.47627;48.770399999999995;2.47627
940019136;940019110;PHARM BOTTAZINI;;1;;RUE;DES FRERES LUMIERE;;94;VAL DE MARNE;94510;LA QUEUE EN BRIE;156861893;;24/01/2000;02/02/1999;13/07/2009;48.7805, 2.57343;48.780499999999996;2.57343
940021660;940021652;PHARMABIO;;;;PL;ARTHUR RIMBAUD;QUARTIER DES TEMPS DURABLES;94;VAL DE MARNE;94450;LIMEIL BREVANNES;156320041;156320046;15/05/2012;15/05/2012;16/07/2013;48.7519, 2.47379;48.7519;2.47379
750008724;750008716;PHARMACIE DU PONT NEUF;;12;;RUE;DU PONT NEUF;;75;PARIS;75001;PARIS 01;142330650;142336420;01/11/2007;17/01/1944;25/08/2010;48.85995971, 2.3440066;48.859959710000005;2.3440066000000006
750008781;750008773;PHARMACIE DU SAMARITAIN;;5;;RUE;DU ROULE;;75;PARIS;75001;PARIS 01;142368073;142364799;23/10/1992;05/05/1943;25/08/2010;48.86031865, 2.34353114;48.86031865;2.34353114
750008815;750008807;PHARMACIE MARCIANO OHAYON;;115;;RUE;SAINT HONORE;;75;PARIS;75001;PARIS 01;145081587;140399401;08/07/2013;14/01/1943;02/08/2013;48.8627109, 2.3373083;48.8627109;2.3373083
750009177;750009151;PHARMACIE DU MARCHE;;51;;RUE;MONTORGUEIL;;75;PARIS;75002;PARIS 02;142332541;140399785;27/09/1991;10/11/1942;13/12/2006;48.865239, 2.3468478;48.865239;2.3468478
750009193;750009185;PHARMACIE MONTORGUEIL;;67;;RUE;MONTORGUEIL;;75;PARIS;75002;PARIS 02;142368100;142360005;05/01/1998;10/11/1942;03/12/2007;48.8660446, 2.3470265;48.8660446;2.3470265
750009391;750009383;PHARMACIE ROSSI NAHON;;22;;RUE;DE TURBIGO;;75;PARIS;75002;PARIS 02;140280595;140280595;11/06/1974;03/09/1943;27/02/2009;48.8637502, 2.3487856;48.8637502;2.3487856
750010050;750010043;PHARMACIE DE LA MAIRIE;;9;;RUE;DES ARCHIVES;;75;PARIS;75004;PARIS 04;142785358;142775601;17/07/2013;08/11/1942;02/08/2013;48.857705, 2.3543303;48.857705;2.3543303
750010175;750010167;SELARL PHARMACIE CENTRALE ILE ST LOUIS;SELARL PHARMACIE CENTRALE DE L ILE SAINT LOUIS;14;;RUE;DES DEUX PONTS;;75;PARIS;75004;PARIS 04;143544528;143548485;11/04/2011;10/11/1942;24/10/2011;48.8519511, 2.3567388;48.8519511;2.3567388
750011009;750010928;SELARL PHARMACIE KESSLER BEST;;130;;BOULEVARD;RICHARD LENOIR;;75;PARIS;75011;PARIS 11;147008504;147001876;30/12/2011;01/08/2003;17/07/2012;48.86569887, 2.37003475;48.86569887;2.3700347500000003
750011504;750011496;PHARMACIE DU 5EME;;89;;RUE;MOUFFETARD;;75;PARIS;75005;PARIS 05;143314144;147073543;01/11/2008;27/05/1943;21/11/2008;48.8416162, 2.3497131;48.8416162;2.3497131
750011587;750011561;PHARM LEROY;;4;;BOULEVARD;DE PORT ROYAL;;75;PARIS;75005;PARIS 05;147072134;147072134;26/02/1993;10/11/1942;25/08/2010;48.8394748, 2.3390592;48.8394748;2.3390592
750011801;750011793;PHARMACIE DES BERNARDINS;;50;;BOULEVARD;SAINT GERMAIN;;75;PARIS;75005;PARIS 05;143544821;143542689;01/07/2007;10/11/1942;27/02/2009;48.8498474, 2.3500928;48.8498474;2.3500928
750012106;750012072;PHARMACIE INTERNATIONALE SAINT MICHEL;;71;;BOULEVARD;SAINT MICHEL;;75;PARIS;75005;PARIS 05;143541436;143545909;09/07/2009;05/05/1943;12/08/2009;48.8463255, 2.3405042;48.8463255;2.3405042
750013260;750013252;SELARL PHARMACIE DE SEINE;;61;;RUE;DE SEINE;;75;PARIS;75006;PARIS 06;143269273;;01/05/2011;30/10/1942;22/07/2011;48.8544826, 2.3369494;48.8544826;2.3369494
750013542;750013534;PHARMACIE DE VARENNE;;87;;RUE;DU BAC;32 RUE DE VARENNE;75;PARIS;75007;PARIS 07;145488077;145488077;01/09/1995;21/12/1942;03/07/2009;48.8541359, 2.3239882;48.8541359;2.3239882
750013591;750013583;PHARMACIE D ORSAY;;6;;RUE;DE BELLECHASSE;;75;PARIS;75007;PARIS 07;145516516;147053364;01/08/2008;30/10/1942;25/08/2010;48.8598078, 2.3242853;48.8598078;2.3242853
750013880;750013872;PHARMACIE DE LA BOURDONNAIS;;54;;AVENUE;DE LA BOURDONNAIS;;75;PARIS;75007;PARIS 07;145510151;;24/10/2008;10/05/1943;07/05/2009;48.8563439, 2.301931;48.8563439;2.301931
750013930;750013922;PHARM CATHERINE BONNEL;;23;;AVENUE;DE LA MOTTE PICQUET;;75;PARIS;75007;PARIS 07;147054061;147052732;01/10/2005;30/10/1942;03/07/2009;48.8554742, 2.3076275;48.8554742;2.3076275
750014946;750014920;SELARL PHARMACIE TOUBOUL;;71;;AVENUE;FRANKLIN D ROOSEVELT;;75;PARIS;75008;PARIS 08;143591746;143597979;01/01/2012;30/10/1942;04/04/2012;48.87271017, 2.31006324;48.87271017;2.31006324
750015125;750015117;PHARMACIE EUROPEENNE;;13;;RUE;DE LA TREMOILLE;11 RUE CLEMENT MAROT;75;PARIS;75008;PARIS 08;147233925;147239716;03/01/2007;30/10/1942;09/01/2009;48.86730015, 2.30340332;48.867300150000005;2.30340332
750015513;750015505;SELAS GRANDE PHARMACIE BAILLY;;15;;RUE;DE ROME;;75;PARIS;75008;PARIS 08;153421010;143934007;09/05/2011;21/10/1942;21/07/2011;48.8757062, 2.32390612;48.8757062;2.32390612
750016180;750016172;PHARM SANTARELLI;;8;;RUE;LA FAYETTE;;75;PARIS;75009;PARIS 09;142466201;140229713;02/05/2005;23/07/1943;19/09/2008;48.873266, 2.3343251;48.873266;2.3343251
750016297;750016271;PHARM RANDRIAMIARY;;1;B;RUE;LALLIER;;75;PARIS;75009;PARIS 09;148788765;;29/05/1997;03/09/1943;19/02/2007;48.8812967, 2.3409525;48.8812967;2.3409525
750016313;750016305;PHARMACIE PECKER;;31;;RUE;DE LA ROCHEFOUCAULD;;75;PARIS;75009;PARIS 09;148742255;148748805;10/10/2002;03/09/1943;12/02/2009;48.8792185, 2.3346849;48.8792185;2.3346849
750016412;750016404;PHARMACIE GOLDFARB MARIE;;7;;RUE;DE MAUBEUGE;;75;PARIS;75009;PARIS 09;148786584;142851871;01/01/2007;29/10/1942;09/10/2007;48.876669, 2.3413359;48.876669;2.3413359
750016644;750016636;SELARL PHARMACIE NIRINA INTERNATIONAL;;21;;BOULEVARD;DE ROCHECHOUART;;75;PARIS;75009;PARIS 09;148782596;148784157;15/07/2012;11/10/1943;16/07/2012;48.8831109, 2.3463897;48.8831109;2.3463897
750017410;750017402;PHARM DU FAUBOURG;;123;;RUE;DU FBG DU TEMPLE;;75;PARIS;75010;PARIS 10;142086375;142386007;14/06/2000;29/10/1942;03/07/2009;48.87141064, 2.37512827;48.871410640000015;2.3751282700000003
750017642;750017634;PHARMACIE PRINCIPALE;;90;;RUE;DU FG ST MARTIN;;75;PARIS;75010;PARIS 10;142085308;142021736;01/03/2009;30/10/1942;18/03/2009;48.8728479, 2.3579427;48.8728479;2.3579427
750017741;750017733;PHARMACIE CHOR;;7;;RUE;LA GRANGE AUX BELLES;;75;PARIS;75010;PARIS 10;142085722;;18/09/1987;12/07/1943;03/07/2009;48.87361541, 2.36479841;48.87361541;2.36479841
750017840;750017832;PHARMACIE CENTRALE DE L EST;;10;;RUE;DU 8 MAI 1945;;75;PARIS;75010;PARIS 10;140365275;140348578;01/12/2003;24/06/1943;27/10/2008;48.8764422, 2.3569764;48.8764422;2.3569764
750017865;750017857;PHARMACIE CONSEIL LA FAYETTE;;96;;RUE;LA FAYETTE;;75;PARIS;75010;PARIS 10;147704329;147704904;01/09/2008;29/10/1942;02/10/2009;48.8772031, 2.3493521;48.8772031;2.3493521
750018061;750018053;PHARMACIE DU CANAL SAINT MARTIN;;38;;RUE;LUCIEN SAMPAIX;;75;PARIS;75010;PARIS 10;146077634;142090745;01/04/2007;30/10/1942;09/10/2007;48.8733945, 2.3618053;48.8733945;2.3618053
750018210;750018202;PHARMACIE BERDAH;;102;;RUE;DE MAUBEUGE;;75;PARIS;75010;PARIS 10;148780432;;15/05/2013;24/06/1943;24/05/2013;48.8803217, 2.3519447;48.8803217;2.3519447
750018426;750018400;PHARM LELLOUCHE;;23;;BOULEVARD;DE LA VILLETTE;;75;PARIS;75010;PARIS 10;142087834;;25/06/1987;24/06/1943;25/08/2010;48.8733098, 2.3752671;48.8733098;2.3752671
750018962;750018954;PHARM 305 RUE DU FBG SAINT ANTOINE;;305;;RUE;DU FBG ST ANTOINE;;75;PARIS;75011;PARIS 11;143486354;;20/04/2004;11/05/1943;03/12/2008;48.84889515, 2.39236343;48.84889515;2.39236343
750019226;750019200;PHARMACIE CENTRALE DU 11ÈME;;1;;PL;LEON BLUM;;75;PARIS;75011;PARIS 11;143796606;;30/08/2002;30/10/1942;27/10/2008;48.8576131, 2.3795036;48.8576131;2.3795036
750019242;750019234;SELASU PHARMACIE BEAUDOIN;;70;;RUE;LEON FROT;;75;PARIS;75011;PARIS 11;143793958;143796499;01/04/2012;28/03/1943;04/04/2012;48.8584457, 2.3837589;48.8584457;2.3837589
750020034;750020000;PHARMACIE TRAN;;166;;RUE;DE LA ROQUETTE;;75;PARIS;75011;PARIS 11;143796899;;28/10/1985;21/05/1943;02/03/2009;48.8587507, 2.3849702;48.8587507;2.3849702
750021073;750021065;PHARMACIE SAINT ANTOINE;;83;;RUE;CROZATIER;;75;PARIS;75012;PARIS 12;143939565;143432446;31/07/1986;11/05/1943;03/07/2009;48.8504214, 2.3786455;48.8504214;2.3786455
750021271;750021263;PHARMACIE DIDEROT;;52;;BOULEVARD;DIDEROT;;75;PARIS;75012;PARIS 12;143431784;;13/02/1991;24/11/1942;09/07/2009;48.846376, 2.3795481;48.846376;2.3795481
750021305;750021297;PHARMACIE FROUX;;88;;BOULEVARD;DIDEROT;;75;PARIS;75012;PARIS 12;143438205;143438165;01/12/2012;08/11/1942;04/04/2013;48.846882, 2.3839896;48.846882;2.3839896
750021636;750021610;PHARM LAHYANI;;81;;AVENUE;LEDRU ROLLIN;;75;PARIS;75012;PARIS 12;143473130;143410065;17/10/1986;10/12/1942;14/10/2008;48.85066, 2.375165;48.85066;2.375165
750021750;750021743;SELARL PHARMACIE MONTGALLET;;8;;RUE;RIESENER;23 R HENARD;75;PARIS;75012;PARIS 12;143454734;143454734;08/08/2011;29/06/1992;21/09/2011;48.84302, 2.3894729;48.84302;2.3894729
750022436;750022410;SELARL PHARMACIE SAINT JACQUES;;127;;BOULEVARD;AUGUSTE BLANQUI;;75;PARIS;75013;PARIS 13;145652121;145652359;01/03/2012;09/06/1962;04/04/2012;48.83092903, 2.34376241;48.83092903000001;2.34376241
750022956;750022931;PHARMACIE TEBEKA- FUKS;;137;;BOULEVARD;DE L HOPITAL;;75;PARIS;75013;PARIS 13;145707207;145820967;24/07/2002;05/07/1943;10/07/2009;48.83529603, 2.35832691;48.83529603000001;2.35832691
750023251;750023244;SNC PHARMACIE TRAN BERGER;;21;;BOULEVARD;MASSENA;;75;PARIS;75013;PARIS 13;145839596;145839596;01/08/2011;02/11/1943;24/10/2011;48.820893, 2.366631;48.820893;2.366631
750023517;750023491;PHARMACIE LELONG;;53;;RUE;DE TOLBIAC;;75;PARIS;75013;PARIS 13;145833437;145847023;26/02/1988;12/11/1942;25/08/2010;48.8270993, 2.3671009;48.8270993;2.3671009
750023582;750023574;PHARMACIE DE LA BUTTE AUX CAILLES;;229;;RUE;DE TOLBIAC;;75;PARIS;75013;PARIS 13;145897456;145893523;14/03/2003;14/04/1969;25/08/2010;48.8270993, 2.3671009;48.8270993;2.3671009
750023871;750023863;PHARMACIE MALBE SEAN;;8;;BOULEVARD;BRUNE;;75;PARIS;75014;PARIS 14;145399346;;01/04/2013;10/10/1942;04/04/2013;48.8233594, 2.3252877;48.8233594;2.3252877
750023905;750023897;PHARMACIE DU MARCHE;;38;;BOULEVARD;BRUNE;;75;PARIS;75014;PARIS 14;145399367;140445494;29/01/1993;10/11/1957;10/07/2009;48.826575, 2.3095836;48.826575;2.3095836
750023970;750023962;SELURL PHARMACIE KHUN;;24;;PL;DE CATALOGNE;;75;PARIS;75014;PARIS 14;143223353;142798896;02/04/2012;08/11/1942;04/04/2012;48.8375692, 2.319428;48.8375692;2.319428
750024333;750024325;LA GRANDE PHARMACIE D ALESIA;;79;;AVENUE;DU GENERAL LECLERC;;75;PARIS;75014;PARIS 14;143271323;143278000;01/10/2005;24/05/1943;10/07/2009;48.8276607, 2.3270505;48.8276607;2.3270505
750024416;750024390;PHARMACIE JOURDAN;;109;;BOULEVARD;JOURDAN;;75;PARIS;75014;PARIS 14;145407853;145400804;30/10/1990;11/05/1943;10/07/2009;48.8225613, 2.3276812;48.8225613;2.3276812
750024622;750024614;PHIE DES SCIENCES ET DES ARTS;;106;;BOULEVARD;DU MONTPARNASSE;;75;PARIS;75014;PARIS 14;143354488;142798439;15/06/2009;20/01/1943;13/07/2009;48.8451136, 2.3202116;48.8451136;2.3202116
750024754;750024747;SELAS PHARMACIE JEAN MOULIN;;3;;PL;LA PORTE DE CHATILLON;;75;PARIS;75014;PARIS 14;145396874;145396874;24/01/2011;28/03/1943;22/07/2011;48.82439004, 2.31957959;48.82439004;2.3195795899999996
750025371;750025363;PHARMACIE CHARLES MICHELS;;9;;PL;CHARLES MICHELS;;75;PARIS;75015;PARIS 15;145780151;145795313;30/09/2013;03/09/1943;07/10/2013;48.84665519, 2.28578657;48.84665519000001;2.2857865700000004
750025934;750025926;PHARMACIE BEAUGRENELLE;;36;B;RUE;DES ENTREPRENEURS;;75;PARIS;75015;PARIS 15;145781571;145756281;31/03/1989;29/10/1942;10/07/2009;48.8436313, 2.2930795;48.8436313;2.2930795
750025967;750025942;SELARL TIARE PHARMA;;76;;RUE;DES ENTREPRENEURS;;75;PARIS;75015;PARIS 15;145788033;145786210;01/07/2012;11/05/1943;03/09/2012;48.8447606, 2.2900122;48.8447606;2.2900122
750026106;750026080;SELARL ELFERSI;;105;;AVENUE;FELIX FAURE;;75;PARIS;75015;PARIS 15;145574545;145570510;19/07/2011;20/11/1975;21/07/2011;48.8389689, 2.2828942;48.8389689;2.2828942
750026320;750026312;PHARM DE LA QUINTINIE;;44;;RUE;LA QUINTINIE;;75;PARIS;75015;PARIS 15;142509098;145324306;15/03/2005;27/05/1943;10/07/2009;48.8373162, 2.3031384;48.8373162;2.3031384
750026387;750026361;SELAS PHARMACIE ACTIPHARMA;;60;;RUE;LECOURBE;;75;PARIS;75015;PARIS 15;147342357;147342357;01/07/2012;29/10/1942;03/09/2012;48.843882, 2.3066432;48.843882;2.3066432
750026437;750026411;GRANDE PHARMACIE LECOURBE;;112;;RUE;LECOURBE;;75;PARIS;75015;PARIS 15;147340552;147341566;15/10/2007;05/11/1943;12/01/2009;48.8427566, 2.3028335;48.8427566;2.3028335
750026866;750026841;GRANDE PHARMACIE CENTRALE PASTEUR;;59;;BOULEVARD;PASTEUR;;75;PARIS;75015;PARIS 15;143207819;;04/01/1993;11/11/1942;27/10/2008;48.8415201, 2.3143315;48.8415201;2.3143315
750027351;750027344;PHARMACIE CONVENTION VOUILLE;;3;;RUE;DE VOUILLE;;75;PARIS;75015;PARIS 15;148282110;148284814;06/01/2004;30/12/1942;17/07/2007;48.8354308, 2.3030306;48.8354308;2.3030306
750027450;750027443;SELARL PHARMACIE COHENA;;54;;RUE;OLIVIER DE SERRES;;75;PARIS;75015;PARIS 15;148285082;148286855;01/05/2012;29/10/1942;30/05/2012;48.8344222, 2.2955078;48.8344222;2.2955078
750027484;750027476;MME CHRISTINE FAVAL BEN ALI;;50;;AVENUE;DE SEGUR;;75;PARIS;75015;PARIS 15;147832575;147833783;15/04/2010;03/12/1942;21/07/2011;48.84700924, 2.30524868;48.847009240000006;2.30524868
750027617;750027591;PHARM TEYBER;;5;;RUE;BASTIEN LEPAGE;;75;PARIS;75016;PARIS 16;142881244;;02/03/1987;17/11/1942;09/04/2009;48.8485058, 2.2659341;48.8485058;2.2659341
750028102;750028094;PHARMACIE FRANKLIN;;8;;RUE;DE PASSY;;75;PARIS;75016;PARIS 16;142882232;142882232;08/04/1999;20/11/1942;29/04/2009;48.8584527, 2.2836828;48.8584527;2.2836828
750028151;750028144;PHARMACIE HOMEOPATHIQUE DE PASSY;;65;;RUE;DE PASSY;;75;PARIS;75016;PARIS 16;142889387;142889830;29/08/2001;24/11/1942;12/02/2009;48.8577373, 2.2782603;48.8577373;2.2782603
750028185;750028177;GRANDE PHARMACIE D AUTEUIL;;4;;RUE;POUSSIN;;75;PARIS;75016;PARIS 16;142880771;142881550;01/06/2006;17/11/1942;12/07/2007;48.8489965, 2.2657409;48.8489965;2.2657409
750028573;750028565;PHARM SAINT PIERRE;;18;;RUE;GEORGES BIZET;ANGLE R DE CHAILLOT;75;PARIS;75016;PARIS 16;147200381;147237564;01/08/2005;17/11/1942;29/04/2009;48.86751004, 2.29743205;48.86751003999999;2.29743205
750029050;750029043;SELARL PHARMACIE BRIOT;;66;;RUE;DE LA POMPE;;75;PARIS;75016;PARIS 16;145047346;145047292;01/05/2011;11/09/1943;22/07/2011;48.8631773, 2.2766324;48.8631773;2.2766324
750029571;750029563;PHARMACIE DE LA MAIRIE;;27;;RUE;DES BATIGNOLLES;;75;PARIS;75017;PARIS 17;145225278;145227877;31/08/1987;30/06/1943;25/08/2010;48.8846191, 2.3212808;48.8846191;2.3212808
750029753;750029746;PHARM GASTINEAU;;19;;RUE;BROCHANT;99 RUE NOLLET;75;PARIS;75017;PARIS 17;146272340;146272340;16/04/1985;28/05/1943;25/08/2010;48.8889141, 2.3177662;48.8889141;2.3177662
750030223;750030215;PHARMACIE DU MARCHE;;123;;RUE;DES DAMES;;75;PARIS;75017;PARIS 17;143872295;143876764;25/04/1996;30/06/1943;13/07/2009;48.8825122, 2.3165809;48.8825122;2.3165809
750030652;750030645;PHARMACIE DU CASTOR;;63;;RUE;LAUGIER;;75;PARIS;75017;PARIS 17;145723695;145723188;01/06/2007;24/11/1942;10/10/2007;48.8836922, 2.2927877;48.8836922;2.2927877
750030751;750030744;PHARMACIE L MACQUART MOULIN;;65;;RUE;LEGENDRE;70 PLACE DR FELIX LOBLIGEOIS;75;PARIS;75017;PARIS 17;146271969;146271969;29/06/1992;24/11/1942;13/07/2009;48.8867483, 2.3185455;48.8867483;2.3185455
750030801;750030793;PHARM GATTI;;5;;PL;DE LEVIS;;75;PARIS;75017;PARIS 17;142274951;142270577;28/01/1983;24/11/1942;13/07/2009;48.88348, 2.313647;48.88348;2.313647
